email,hidden_ability,language,name,persona,preferred_paper_type,strong_chapter_ids,student_code,synthetic_student_index,target_grade,target_score,user_id,weak_chapter_ids
synthetic.student1203@mathsy.synthetic,0.5673,english,Synthetic Student 1203 (C Level),Deep Focus Learner,mixed,"[10, 11, 15, 12]",STU-SYN1203,1203,C,51.68,15965,"[1, 8, 2]"
synthetic.student1204@mathsy.synthetic,0.9194,english,Synthetic Student 1204 (A+ Level),High Achiever,kertas1,"[1, 6, 16]",STU-SYN1204,1204,A+,98,15966,"[4, 15]"
synthetic.student1205@mathsy.synthetic,0.4886,bm,Synthetic Student 1205 (D Level),Deep Focus Learner,mixed,"[7, 6]",STU-SYN1205,1205,D,45.55,15967,"[15, 9]"
synthetic.student1206@mathsy.synthetic,0.4528,bm,Synthetic Student 1206 (G Level),Weekend Learner,mixed,"[4, 12]",STU-SYN1206,1206,G,37.89,15968,"[17, 10, 3, 14, 16]"
synthetic.student1207@mathsy.synthetic,0.5016,english,Synthetic Student 1207 (E Level),Flexible Learner,kertas1,"[6, 9, 1, 3]",STU-SYN1207,1207,E,44.68,15969,"[14, 13, 7, 4]"
synthetic.student1208@mathsy.synthetic,0.793,bm,Synthetic Student 1208 (A- Level),Deep Focus Learner,kertas2,"[9, 8, 6]",STU-SYN1208,1208,A-,73.82,15970,"[15, 13, 14, 12, 5]"
synthetic.student1209@mathsy.synthetic,0.6513,english,Synthetic Student 1209 (C+ Level),Weekend Learner,mixed,"[5, 17, 16]",STU-SYN1209,1209,C+,58.85,15971,"[3, 18, 8, 9]"
synthetic.student1210@mathsy.synthetic,0.6332,bm,Synthetic Student 1210 (B Level),Consistent Climber,mixed,"[6, 7]",STU-SYN1210,1210,B,63.51,15972,"[11, 9, 5, 3]"
synthetic.student1211@mathsy.synthetic,0.4111,english,Synthetic Student 1211 (G Level),Fresh Starter,kertas1,"[4, 13, 2, 12]",STU-SYN1211,1211,G,29.76,15973,"[10, 14]"
synthetic.student1212@mathsy.synthetic,0.7693,english,Synthetic Student 1212 (A- Level),Consistent Climber,mixed,"[12, 14, 13]",STU-SYN1212,1212,A-,76.85,15974,"[18, 8, 3, 1, 9]"
synthetic.student1213@mathsy.synthetic,0.562,bm,Synthetic Student 1213 (D Level),Weekend Learner,kertas1,"[13, 16]",STU-SYN1213,1213,D,49.3,15975,"[10, 8, 9, 3, 7]"
synthetic.student1214@mathsy.synthetic,0.5445,english,Synthetic Student 1214 (C Level),Flexible Learner,mixed,"[11, 7, 5]",STU-SYN1214,1214,C,52.47,15976,"[12, 14, 2]"
synthetic.student1215@mathsy.synthetic,0.6635,english,Synthetic Student 1215 (B+ Level),Consistent Climber,mixed,"[13, 2]",STU-SYN1215,1215,B+,66.15,15977,"[12, 1, 17, 4, 3]"
synthetic.student1216@mathsy.synthetic,0.5021,english,Synthetic Student 1216 (D Level),Flexible Learner,kertas1,"[9, 16]",STU-SYN1216,1216,D,46.25,15978,"[15, 14, 1, 18]"
synthetic.student1217@mathsy.synthetic,0.7389,english,Synthetic Student 1217 (A- Level),Consistent Climber,kertas1,"[1, 12, 3, 11]",STU-SYN1217,1217,A-,77.11,15979,"[13, 4]"
synthetic.student1218@mathsy.synthetic,0.5169,english,Synthetic Student 1218 (D Level),Deep Focus Learner,kertas2,"[14, 5, 9, 7]",STU-SYN1218,1218,D,47.76,15980,"[17, 16, 6]"
synthetic.student1219@mathsy.synthetic,0.62,english,Synthetic Student 1219 (C+ Level),Deep Focus Learner,mixed,"[1, 9, 6, 14]",STU-SYN1219,1219,C+,59.83,15981,"[4, 12]"
synthetic.student1220@mathsy.synthetic,0.5636,bm,Synthetic Student 1220 (C Level),Deep Focus Learner,mixed,"[6, 12]",STU-SYN1220,1220,C,51.27,15982,"[7, 18, 10, 16, 17]"
synthetic.student1221@mathsy.synthetic,0.644,english,Synthetic Student 1221 (B Level),Deep Focus Learner,kertas1,"[12, 3]",STU-SYN1221,1221,B,61.08,15983,"[17, 5, 4]"
synthetic.student1222@mathsy.synthetic,0.8913,bm,Synthetic Student 1222 (A+ Level),High Achiever,kertas2,"[16, 8, 13]",STU-SYN1222,1222,A+,90.37,15984,"[17, 9, 10, 5]"
synthetic.student1223@mathsy.synthetic,0.8469,english,Synthetic Student 1223 (A Level),High Achiever,mixed,"[15, 8, 18, 2]",STU-SYN1223,1223,A,88.27,15985,"[10, 9, 4]"
synthetic.student1224@mathsy.synthetic,0.8775,english,Synthetic Student 1224 (A+ Level),High Achiever,mixed,"[9, 8, 10]",STU-SYN1224,1224,A+,92.84,15986,"[6, 14]"
synthetic.student1225@mathsy.synthetic,0.5507,english,Synthetic Student 1225 (D Level),Weekend Learner,kertas2,"[11, 1, 17]",STU-SYN1225,1225,D,47.15,15987,"[2, 18, 14, 13, 8]"
synthetic.student1226@mathsy.synthetic,0.6397,bm,Synthetic Student 1226 (C+ Level),Deep Focus Learner,kertas1,"[15, 14, 6, 3]",STU-SYN1226,1226,C+,59.31,15988,"[11, 12]"
synthetic.student1227@mathsy.synthetic,0.6613,english,Synthetic Student 1227 (A- Level),Consistent Climber,kertas1,"[16, 5]",STU-SYN1227,1227,A-,70.44,15989,"[3, 8, 15]"
synthetic.student1228@mathsy.synthetic,0.7255,english,Synthetic Student 1228 (A- Level),Consistent Climber,kertas1,"[5, 2, 12]",STU-SYN1228,1228,A-,77.26,15990,"[14, 16]"
synthetic.student1229@mathsy.synthetic,0.6114,english,Synthetic Student 1229 (C+ Level),Deep Focus Learner,kertas1,"[6, 13, 11]",STU-SYN1229,1229,C+,56.52,15991,"[14, 1, 8, 17]"
synthetic.student1230@mathsy.synthetic,0.7842,bm,Synthetic Student 1230 (A Level),Consistent Climber,kertas2,"[16, 8, 12]",STU-SYN1230,1230,A,81.59,15992,"[1, 4]"
synthetic.student1231@mathsy.synthetic,0.5835,bm,Synthetic Student 1231 (C+ Level),Consistent Climber,kertas2,"[17, 5]",STU-SYN1231,1231,C+,57.37,15993,"[18, 7, 14, 4]"
synthetic.student1232@mathsy.synthetic,0.628,english,Synthetic Student 1232 (C+ Level),Weekend Learner,kertas1,"[7, 15]",STU-SYN1232,1232,C+,59.94,15994,"[4, 10]"
synthetic.student1233@mathsy.synthetic,0.6753,bm,Synthetic Student 1233 (B Level),Deep Focus Learner,kertas1,"[16, 10]",STU-SYN1233,1233,B,64.62,15995,"[1, 9, 14]"
synthetic.student1234@mathsy.synthetic,0.6021,english,Synthetic Student 1234 (C Level),Deep Focus Learner,mixed,"[9, 2, 16, 6]",STU-SYN1234,1234,C,53.42,15996,"[10, 18, 7, 13, 8]"
synthetic.student1235@mathsy.synthetic,0.5165,english,Synthetic Student 1235 (D Level),Flexible Learner,kertas2,"[14, 8]",STU-SYN1235,1235,D,48.37,15997,"[1, 18, 10]"
synthetic.student1236@mathsy.synthetic,0.7163,english,Synthetic Student 1236 (A- Level),Consistent Climber,kertas1,"[15, 7]",STU-SYN1236,1236,A-,72.01,15998,"[17, 8, 11]"
synthetic.student1237@mathsy.synthetic,0.5341,bm,Synthetic Student 1237 (D Level),Weekend Learner,kertas2,"[6, 12]",STU-SYN1237,1237,D,48.98,15999,"[7, 13, 17, 8]"
synthetic.student1238@mathsy.synthetic,0.7672,bm,Synthetic Student 1238 (A- Level),Deep Focus Learner,kertas2,"[10, 1]",STU-SYN1238,1238,A-,71.42,16000,"[6, 9, 3, 15]"
synthetic.student1239@mathsy.synthetic,0.7122,english,Synthetic Student 1239 (B+ Level),Deep Focus Learner,kertas1,"[4, 16, 8, 5]",STU-SYN1239,1239,B+,68.05,16001,"[15, 18, 1, 17]"
synthetic.student1240@mathsy.synthetic,0.6199,bm,Synthetic Student 1240 (C+ Level),Weekend Learner,kertas1,"[11, 18, 6, 3]",STU-SYN1240,1240,C+,59.44,16002,"[9, 5, 14]"
synthetic.student1241@mathsy.synthetic,0.658,english,Synthetic Student 1241 (B Level),Weekend Learner,kertas1,"[1, 16, 10]",STU-SYN1241,1241,B,63.22,16003,"[15, 18, 4]"
synthetic.student1242@mathsy.synthetic,0.6063,english,Synthetic Student 1242 (C+ Level),Flexible Learner,kertas1,"[14, 11, 7]",STU-SYN1242,1242,C+,57.31,16004,"[10, 8, 6]"
synthetic.student1243@mathsy.synthetic,0.7575,english,Synthetic Student 1243 (A- Level),Flexible Learner,kertas2,"[13, 9, 4, 15]",STU-SYN1243,1243,A-,71.26,16005,"[17, 1, 7, 18]"
synthetic.student1244@mathsy.synthetic,0.7214,english,Synthetic Student 1244 (B+ Level),Flexible Learner,mixed,"[16, 10, 8]",STU-SYN1244,1244,B+,66.72,16006,"[15, 9, 5, 1, 7]"
synthetic.student1245@mathsy.synthetic,0.668,english,Synthetic Student 1245 (B+ Level),Consistent Climber,kertas2,"[4, 1, 13]",STU-SYN1245,1245,B+,69.25,16007,"[3, 17, 5, 2]"
synthetic.student1246@mathsy.synthetic,0.4421,bm,Synthetic Student 1246 (G Level),Fresh Starter,kertas1,"[17, 4]",STU-SYN1246,1246,G,33.14,16008,"[15, 18]"
synthetic.student1247@mathsy.synthetic,0.573,english,Synthetic Student 1247 (E Level),Fresh Starter,kertas2,"[6, 14]",STU-SYN1247,1247,E,44.23,16009,"[17, 8, 18]"
synthetic.student1248@mathsy.synthetic,0.7763,english,Synthetic Student 1248 (A- Level),Flexible Learner,kertas1,"[14, 3]",STU-SYN1248,1248,A-,76.26,16010,"[11, 1]"
synthetic.student1249@mathsy.synthetic,0.6349,bm,Synthetic Student 1249 (B+ Level),Consistent Climber,kertas1,"[10, 16, 15, 2]",STU-SYN1249,1249,B+,65.56,16011,"[1, 7, 9, 17]"
synthetic.student1250@mathsy.synthetic,0.7315,bm,Synthetic Student 1250 (A- Level),Consistent Climber,kertas1,"[11, 3]",STU-SYN1250,1250,A-,76.65,16012,"[5, 2, 7]"
synthetic.student1251@mathsy.synthetic,0.673,english,Synthetic Student 1251 (A- Level),Consistent Climber,mixed,"[8, 10, 4, 15]",STU-SYN1251,1251,A-,71.96,16013,"[11, 5]"
synthetic.student1252@mathsy.synthetic,0.8488,english,Synthetic Student 1252 (A Level),Consistent Climber,kertas1,"[16, 9, 10]",STU-SYN1252,1252,A,83.79,16014,"[13, 4, 12, 15]"
synthetic.student1253@mathsy.synthetic,0.5976,english,Synthetic Student 1253 (B Level),Consistent Climber,mixed,"[5, 3, 10]",STU-SYN1253,1253,B,62.41,16015,"[13, 7]"
synthetic.student1254@mathsy.synthetic,0.7814,bm,Synthetic Student 1254 (A- Level),Deep Focus Learner,kertas1,"[17, 13, 15]",STU-SYN1254,1254,A-,73.65,16016,"[6, 9, 10]"
synthetic.student1255@mathsy.synthetic,0.6096,english,Synthetic Student 1255 (C+ Level),Deep Focus Learner,kertas1,"[17, 9]",STU-SYN1255,1255,C+,58.65,16017,"[16, 8]"
synthetic.student1256@mathsy.synthetic,0.9232,english,Synthetic Student 1256 (A+ Level),High Achiever,kertas2,"[17, 12]",STU-SYN1256,1256,A+,94.54,16018,"[4, 11, 5, 13]"
synthetic.student1257@mathsy.synthetic,0.7591,english,Synthetic Student 1257 (A- Level),Consistent Climber,mixed,"[17, 13, 3]",STU-SYN1257,1257,A-,78.03,16019,"[2, 11, 4, 8]"
synthetic.student1258@mathsy.synthetic,0.468,english,Synthetic Student 1258 (D Level),Flexible Learner,mixed,"[18, 7, 3]",STU-SYN1258,1258,D,47.23,16020,"[17, 5]"
synthetic.student1259@mathsy.synthetic,0.7112,bm,Synthetic Student 1259 (B+ Level),Deep Focus Learner,kertas2,"[1, 16, 15]",STU-SYN1259,1259,B+,66.53,16021,"[4, 18, 5, 6]"
synthetic.student1260@mathsy.synthetic,0.6467,english,Synthetic Student 1260 (C+ Level),Deep Focus Learner,kertas1,"[9, 13, 4]",STU-SYN1260,1260,C+,58.6,16022,"[14, 5, 8, 10, 18]"
synthetic.student1261@mathsy.synthetic,0.5202,english,Synthetic Student 1261 (G Level),Fresh Starter,kertas1,"[12, 16, 9, 14]",STU-SYN1261,1261,G,35.52,16023,"[2, 6, 1, 18, 8]"
synthetic.student1262@mathsy.synthetic,0.4013,bm,Synthetic Student 1262 (G Level),Fresh Starter,mixed,"[1, 18]",STU-SYN1262,1262,G,25,16024,"[14, 12, 13, 17, 3]"
synthetic.student1263@mathsy.synthetic,0.7273,english,Synthetic Student 1263 (A- Level),Consistent Climber,mixed,"[11, 12]",STU-SYN1263,1263,A-,71.21,16025,"[8, 2, 6, 7]"
synthetic.student1264@mathsy.synthetic,0.8106,bm,Synthetic Student 1264 (A Level),Consistent Climber,kertas1,"[17, 9, 12]",STU-SYN1264,1264,A,80.45,16026,"[16, 18, 4, 3, 1]"
synthetic.student1265@mathsy.synthetic,0.5416,bm,Synthetic Student 1265 (C Level),Flexible Learner,kertas1,"[16, 18, 9, 8]",STU-SYN1265,1265,C,52.78,16027,"[5, 15]"
synthetic.student1266@mathsy.synthetic,0.7002,bm,Synthetic Student 1266 (B Level),Weekend Learner,kertas2,"[3, 8, 1]",STU-SYN1266,1266,B,62.25,16028,"[5, 17, 12, 15, 13]"
synthetic.student1267@mathsy.synthetic,0.6564,bm,Synthetic Student 1267 (B Level),Flexible Learner,mixed,"[14, 7, 1]",STU-SYN1267,1267,B,63.25,16029,"[10, 2]"
synthetic.student1268@mathsy.synthetic,0.9586,english,Synthetic Student 1268 (A+ Level),High Achiever,mixed,"[4, 6, 17]",STU-SYN1268,1268,A+,98,16030,"[9, 7]"
synthetic.student1269@mathsy.synthetic,0.6866,english,Synthetic Student 1269 (B+ Level),Flexible Learner,mixed,"[14, 13]",STU-SYN1269,1269,B+,66.86,16031,"[17, 4, 1]"
synthetic.student1270@mathsy.synthetic,0.5123,english,Synthetic Student 1270 (D Level),Deep Focus Learner,kertas1,"[17, 7, 9, 18]",STU-SYN1270,1270,D,45.86,16032,"[16, 6, 13, 10, 4]"
synthetic.student1271@mathsy.synthetic,0.6437,english,Synthetic Student 1271 (B+ Level),Consistent Climber,kertas2,"[4, 7, 2, 16]",STU-SYN1271,1271,B+,66.5,16033,"[17, 10, 9]"
synthetic.student1272@mathsy.synthetic,0.6163,bm,Synthetic Student 1272 (C+ Level),Weekend Learner,kertas1,"[4, 17]",STU-SYN1272,1272,C+,56.55,16034,"[12, 14, 15]"
synthetic.student1273@mathsy.synthetic,0.7817,bm,Synthetic Student 1273 (A Level),High Achiever,kertas1,"[8, 12]",STU-SYN1273,1273,A,81.82,16035,"[6, 18, 7, 11]"
synthetic.student1274@mathsy.synthetic,0.6673,bm,Synthetic Student 1274 (B Level),Flexible Learner,kertas2,"[1, 6, 16, 3]",STU-SYN1274,1274,B,61.0,16036,"[14, 4, 9, 5, 13]"
synthetic.student1275@mathsy.synthetic,0.358,bm,Synthetic Student 1275 (G Level),Fresh Starter,kertas1,"[5, 3]",STU-SYN1275,1275,G,25,16037,"[8, 17]"
synthetic.student1276@mathsy.synthetic,0.5509,english,Synthetic Student 1276 (D Level),Weekend Learner,mixed,"[9, 3, 5, 13]",STU-SYN1276,1276,D,49.52,16038,"[2, 6, 17, 4]"
synthetic.student1277@mathsy.synthetic,0.537,bm,Synthetic Student 1277 (D Level),Flexible Learner,mixed,"[3, 9, 10]",STU-SYN1277,1277,D,47.67,16039,"[2, 16, 17, 4]"
synthetic.student1278@mathsy.synthetic,0.5774,english,Synthetic Student 1278 (C Level),Deep Focus Learner,kertas2,"[14, 9, 2, 13]",STU-SYN1278,1278,C,50.48,16040,"[15, 3, 4, 11, 18]"
synthetic.student1279@mathsy.synthetic,0.4069,bm,Synthetic Student 1279 (G Level),Fresh Starter,mixed,"[7, 9]",STU-SYN1279,1279,G,26.28,16041,"[8, 5, 1, 4]"
synthetic.student1280@mathsy.synthetic,0.5592,bm,Synthetic Student 1280 (C Level),Deep Focus Learner,mixed,"[6, 14]",STU-SYN1280,1280,C,54.24,16042,"[8, 3]"
synthetic.student1281@mathsy.synthetic,0.8391,bm,Synthetic Student 1281 (A Level),High Achiever,kertas1,"[17, 10, 3, 8]",STU-SYN1281,1281,A,85.53,16043,"[1, 12, 11, 15, 14]"
synthetic.student1282@mathsy.synthetic,0.6601,english,Synthetic Student 1282 (B Level),Flexible Learner,kertas1,"[18, 11]",STU-SYN1282,1282,B,64.76,16044,"[17, 10, 15, 7]"
synthetic.student1283@mathsy.synthetic,0.8586,english,Synthetic Student 1283 (A Level),Consistent Climber,kertas2,"[9, 10, 13, 16]",STU-SYN1283,1283,A,89.4,16045,"[4, 2, 8]"
synthetic.student1284@mathsy.synthetic,0.7275,english,Synthetic Student 1284 (A- Level),Weekend Learner,kertas2,"[2, 6, 13, 9]",STU-SYN1284,1284,A-,71.06,16046,"[14, 16, 17]"
synthetic.student1285@mathsy.synthetic,0.497,english,Synthetic Student 1285 (E Level),Weekend Learner,kertas2,"[16, 6]",STU-SYN1285,1285,E,40.99,16047,"[5, 1, 10, 2, 18]"
synthetic.student1286@mathsy.synthetic,0.6236,bm,Synthetic Student 1286 (C+ Level),Weekend Learner,kertas1,"[7, 15, 2, 13]",STU-SYN1286,1286,C+,59.88,16048,"[14, 8]"
synthetic.student1287@mathsy.synthetic,0.9379,english,Synthetic Student 1287 (A+ Level),High Achiever,mixed,"[16, 15, 5]",STU-SYN1287,1287,A+,94.05,16049,"[13, 18, 2, 7, 8]"
synthetic.student1288@mathsy.synthetic,0.7756,bm,Synthetic Student 1288 (A- Level),Flexible Learner,kertas2,"[12, 6, 7]",STU-SYN1288,1288,A-,77.04,16050,"[16, 18]"
synthetic.student1289@mathsy.synthetic,0.5044,bm,Synthetic Student 1289 (D Level),Weekend Learner,kertas2,"[8, 15, 13, 11]",STU-SYN1289,1289,D,48.84,16051,"[18, 7]"
synthetic.student1290@mathsy.synthetic,0.7356,bm,Synthetic Student 1290 (B+ Level),Deep Focus Learner,mixed,"[18, 16]",STU-SYN1290,1290,B+,69.24,16052,"[14, 1, 10]"
synthetic.student1291@mathsy.synthetic,0.8524,english,Synthetic Student 1291 (A+ Level),High Achiever,mixed,"[1, 14, 16]",STU-SYN1291,1291,A+,90.64,16053,"[5, 2]"
synthetic.student1292@mathsy.synthetic,0.6267,english,Synthetic Student 1292 (C+ Level),Deep Focus Learner,kertas1,"[16, 14]",STU-SYN1292,1292,C+,56.64,16054,"[2, 10, 13, 6, 9]"
synthetic.student1293@mathsy.synthetic,0.793,bm,Synthetic Student 1293 (A- Level),Consistent Climber,kertas2,"[9, 7, 5]",STU-SYN1293,1293,A-,77.56,16055,"[8, 4, 18, 15, 6]"
synthetic.student1294@mathsy.synthetic,0.5098,english,Synthetic Student 1294 (G Level),Fresh Starter,kertas1,"[17, 11, 10, 18]",STU-SYN1294,1294,G,36.12,16056,"[7, 12, 5, 15, 14]"
synthetic.student1295@mathsy.synthetic,0.3368,bm,Synthetic Student 1295 (G Level),Fresh Starter,mixed,"[1, 9]",STU-SYN1295,1295,G,25,16057,"[10, 18, 15, 4]"
synthetic.student1296@mathsy.synthetic,0.7058,english,Synthetic Student 1296 (B+ Level),Flexible Learner,mixed,"[14, 2, 9]",STU-SYN1296,1296,B+,67.64,16058,"[8, 3, 10]"
synthetic.student1297@mathsy.synthetic,0.897,bm,Synthetic Student 1297 (A+ Level),High Achiever,kertas1,"[17, 4]",STU-SYN1297,1297,A+,92.57,16059,"[9, 6, 1]"
synthetic.student1298@mathsy.synthetic,0.6254,bm,Synthetic Student 1298 (B+ Level),Consistent Climber,mixed,"[14, 10, 2, 15]",STU-SYN1298,1298,B+,68.02,16060,"[1, 16]"
synthetic.student1299@mathsy.synthetic,0.549,bm,Synthetic Student 1299 (C Level),Flexible Learner,kertas1,"[15, 11]",STU-SYN1299,1299,C,52.0,16061,"[6, 16, 17, 5]"
synthetic.student1300@mathsy.synthetic,0.861,english,Synthetic Student 1300 (A+ Level),High Achiever,kertas1,"[16, 5]",STU-SYN1300,1300,A+,91.83,16062,"[6, 9]"
synthetic.student1301@mathsy.synthetic,0.7105,bm,Synthetic Student 1301 (A- Level),Flexible Learner,kertas2,"[16, 6, 1, 17]",STU-SYN1301,1301,A-,70.43,16063,"[18, 15, 11, 12]"
synthetic.student1302@mathsy.synthetic,0.5727,english,Synthetic Student 1302 (C Level),Weekend Learner,kertas1,"[11, 8, 15, 9]",STU-SYN1302,1302,C,51.17,16064,"[1, 6, 5, 17]"
synthetic.student1303@mathsy.synthetic,0.4723,english,Synthetic Student 1303 (E Level),Flexible Learner,mixed,"[14, 9, 15, 10]",STU-SYN1303,1303,E,43.71,16065,"[2, 12, 17, 6]"
synthetic.student1304@mathsy.synthetic,0.4268,english,Synthetic Student 1304 (G Level),Fresh Starter,kertas1,"[15, 12]",STU-SYN1304,1304,G,31.27,16066,"[4, 11]"
synthetic.student1305@mathsy.synthetic,0.6737,english,Synthetic Student 1305 (A- Level),Consistent Climber,mixed,"[1, 7, 13, 9]",STU-SYN1305,1305,A-,72.58,16067,"[18, 8]"
synthetic.student1306@mathsy.synthetic,0.5348,english,Synthetic Student 1306 (E Level),Fresh Starter,kertas1,"[8, 3, 18]",STU-SYN1306,1306,E,42.27,16068,"[6, 1]"
synthetic.student1307@mathsy.synthetic,0.659,bm,Synthetic Student 1307 (B Level),Flexible Learner,kertas1,"[15, 6, 7, 16]",STU-SYN1307,1307,B,61.88,16069,"[12, 1, 2]"
synthetic.student1308@mathsy.synthetic,0.6577,english,Synthetic Student 1308 (B+ Level),Consistent Climber,kertas1,"[9, 12, 7]",STU-SYN1308,1308,B+,68.88,16070,"[15, 2]"
synthetic.student1309@mathsy.synthetic,0.5944,english,Synthetic Student 1309 (B Level),Consistent Climber,kertas2,"[13, 6]",STU-SYN1309,1309,B,62.19,16071,"[14, 1, 9, 3]"
synthetic.student1310@mathsy.synthetic,0.467,english,Synthetic Student 1310 (E Level),Weekend Learner,kertas1,"[14, 7]",STU-SYN1310,1310,E,43.53,16072,"[10, 18]"
synthetic.student1311@mathsy.synthetic,0.5046,bm,Synthetic Student 1311 (D Level),Deep Focus Learner,mixed,"[12, 17, 16, 4]",STU-SYN1311,1311,D,47.05,16073,"[10, 11, 18]"
synthetic.student1312@mathsy.synthetic,0.6379,english,Synthetic Student 1312 (B+ Level),Consistent Climber,kertas1,"[4, 9, 10, 16]",STU-SYN1312,1312,B+,65.9,16074,"[14, 8, 11, 3]"
synthetic.student1313@mathsy.synthetic,0.5984,bm,Synthetic Student 1313 (D Level),Fresh Starter,kertas1,"[13, 4, 17]",STU-SYN1313,1313,D,46.83,16075,"[8, 11, 3, 14]"
synthetic.student1314@mathsy.synthetic,0.845,bm,Synthetic Student 1314 (A Level),Consistent Climber,mixed,"[13, 18, 4]",STU-SYN1314,1314,A,87.47,16076,"[11, 14, 17]"
synthetic.student1315@mathsy.synthetic,0.6451,english,Synthetic Student 1315 (B Level),Weekend Learner,mixed,"[12, 16, 3, 2]",STU-SYN1315,1315,B,61.8,16077,"[7, 18, 5]"
synthetic.student1316@mathsy.synthetic,0.4803,english,Synthetic Student 1316 (E Level),Flexible Learner,mixed,"[5, 2]",STU-SYN1316,1316,E,44.56,16078,"[1, 15, 6]"
synthetic.student1317@mathsy.synthetic,0.7028,english,Synthetic Student 1317 (B+ Level),Weekend Learner,mixed,"[13, 5, 14, 10]",STU-SYN1317,1317,B+,65.13,16079,"[8, 9, 17, 18]"
synthetic.student1318@mathsy.synthetic,0.6082,english,Synthetic Student 1318 (C+ Level),Flexible Learner,kertas1,"[12, 18]",STU-SYN1318,1318,C+,55.43,16080,"[2, 13, 11, 6]"
synthetic.student1319@mathsy.synthetic,0.7355,bm,Synthetic Student 1319 (A- Level),Flexible Learner,kertas1,"[14, 17, 18, 8]",STU-SYN1319,1319,A-,72.73,16081,"[10, 1]"
synthetic.student1320@mathsy.synthetic,0.4862,bm,Synthetic Student 1320 (D Level),Deep Focus Learner,mixed,"[18, 13, 9, 2]",STU-SYN1320,1320,D,45.91,16082,"[16, 11, 6]"
synthetic.student1321@mathsy.synthetic,0.3543,bm,Synthetic Student 1321 (G Level),Fresh Starter,mixed,"[17, 3]",STU-SYN1321,1321,G,25,16083,"[7, 1, 8]"
synthetic.student1322@mathsy.synthetic,0.5838,english,Synthetic Student 1322 (B Level),Consistent Climber,kertas2,"[14, 16, 13]",STU-SYN1322,1322,B,60.58,16084,"[9, 3, 15]"
synthetic.student1323@mathsy.synthetic,0.574,english,Synthetic Student 1323 (C Level),Flexible Learner,kertas2,"[7, 3, 6]",STU-SYN1323,1323,C,53.48,16085,"[13, 5, 14, 4]"
synthetic.student1324@mathsy.synthetic,0.5929,english,Synthetic Student 1324 (C Level),Flexible Learner,kertas2,"[1, 12]",STU-SYN1324,1324,C,54.42,16086,"[14, 8, 18]"
synthetic.student1325@mathsy.synthetic,0.6293,english,Synthetic Student 1325 (B Level),Flexible Learner,mixed,"[2, 9, 7, 3]",STU-SYN1325,1325,B,62.79,16087,"[6, 13]"
synthetic.student1326@mathsy.synthetic,0.5946,english,Synthetic Student 1326 (B+ Level),Consistent Climber,kertas1,"[1, 4]",STU-SYN1326,1326,B+,65.76,16088,"[12, 5]"
synthetic.student1327@mathsy.synthetic,0.7886,bm,Synthetic Student 1327 (A- Level),High Achiever,kertas1,"[5, 3]",STU-SYN1327,1327,A-,79.74,16089,"[12, 1, 4]"
synthetic.student1328@mathsy.synthetic,0.4672,english,Synthetic Student 1328 (G Level),Fresh Starter,mixed,"[3, 1]",STU-SYN1328,1328,G,32.89,16090,"[14, 8]"
synthetic.student1329@mathsy.synthetic,0.3741,bm,Synthetic Student 1329 (G Level),Fresh Starter,kertas1,"[9, 16, 10, 3]",STU-SYN1329,1329,G,25,16091,"[5, 2, 6, 15, 11]"
synthetic.student1330@mathsy.synthetic,0.5345,bm,Synthetic Student 1330 (G Level),Fresh Starter,mixed,"[9, 12, 8, 11]",STU-SYN1330,1330,G,39.33,16092,"[7, 17, 6, 1]"
synthetic.student1331@mathsy.synthetic,0.6587,english,Synthetic Student 1331 (B Level),Deep Focus Learner,kertas1,"[15, 7, 13]",STU-SYN1331,1331,B,62.98,16093,"[12, 16]"
synthetic.student1332@mathsy.synthetic,0.6871,english,Synthetic Student 1332 (B Level),Flexible Learner,kertas2,"[12, 7, 14]",STU-SYN1332,1332,B,63.69,16094,"[5, 18, 2, 10]"
synthetic.student1333@mathsy.synthetic,0.7373,bm,Synthetic Student 1333 (A- Level),Consistent Climber,mixed,"[3, 8, 7, 12]",STU-SYN1333,1333,A-,75.79,16095,"[14, 6, 4, 11]"
synthetic.student1334@mathsy.synthetic,0.6956,english,Synthetic Student 1334 (B+ Level),Deep Focus Learner,kertas1,"[11, 10]",STU-SYN1334,1334,B+,66.26,16096,"[17, 18, 6]"
synthetic.student1335@mathsy.synthetic,0.7495,bm,Synthetic Student 1335 (B+ Level),Flexible Learner,mixed,"[18, 11, 3, 10]",STU-SYN1335,1335,B+,69.39,16097,"[13, 15, 14, 7, 8]"
synthetic.student1336@mathsy.synthetic,0.8371,bm,Synthetic Student 1336 (A Level),Consistent Climber,kertas1,"[11, 5, 16]",STU-SYN1336,1336,A,87.52,16098,"[17, 6]"
synthetic.student1337@mathsy.synthetic,0.7761,english,Synthetic Student 1337 (A- Level),Deep Focus Learner,kertas1,"[10, 1, 11]",STU-SYN1337,1337,A-,70.34,16099,"[17, 13, 2, 3, 9]"
synthetic.student1338@mathsy.synthetic,0.7545,bm,Synthetic Student 1338 (A- Level),Flexible Learner,kertas2,"[16, 8, 18, 12]",STU-SYN1338,1338,A-,71.87,16100,"[14, 10]"
synthetic.student1339@mathsy.synthetic,0.4408,english,Synthetic Student 1339 (G Level),Fresh Starter,mixed,"[6, 13]",STU-SYN1339,1339,G,33.5,16101,"[17, 8, 15, 2]"
